"Začiatok vykazovania","Koniec vykazovania","Názov kampane","Doručenie kampane","Nastavenie pričítania",Výsledky,"Výsledky [1-day view all conversions]","Výsledky [1-day click all conversions]","Výsledky [7-day click all conversions]","Result indicator",Dosah,Frekvencia,"Cena za výsledky","Cena za výsledky [1-day view all conversions]","Cena za výsledky [1-day click all conversions]","Cena za výsledky [7-day click all conversions]","Rozpočet zostavy reklám","Typ rozpočtu zostavy reklám","Minutá suma (EUR)",Koniec,Impresie,"CPM (cena za 1000 impresií) (EUR)","Kliknutia na odkaz",shop_clicks,"CPC (cena za kliknutie na odkaz) (EUR)","CTR (miera prekliknutia odkazu)","Kliknutia (všetky)","CTR (všetko)","CPC (all) (EUR)","Pozretia cieľovej stránky","Pozretia cieľovej stránky [1-day view]","Pozretia cieľovej stránky [1-day click]","Pozretia cieľovej stránky [7-day click]","Cena za pozretie cieľovej stránky (EUR)",cost_per_action_type_1d_view_all_conversions:omni_landing_page_view,cost_per_action_type_1d_click_all_conversions:omni_landing_page_view,cost_per_action_type_7d_click_all_conversions:omni_landing_page_view,"Hodnota konverzie nákupov na webe","Hodnota konverzie nákupov na webe [1-day view]","Hodnota konverzie nákupov na webe [1-day click]","Hodnota konverzie nákupov na webe [7-day click]",Nákupy,"Nákupy [1-day view]","Nákupy [1-day click]","Nákupy [7-day click]","Purchases conversion value","Purchases conversion value [1-day view]","Purchases conversion value [1-day click]","Purchases conversion value [7-day click]","Results (initial)","Results (initial) indicator"
2026-02-21,2026-02-21,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-21,2026-02-21,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",3,1,3,3,actions:offsite_conversion.fb_pixel_purchase,2228,1.83079,7.39333333,,7.39333333,7.39333333,"Using ad set budget",0,22.18,Prebieha,4079,5.437607,71,,0.312394,1.740623,167,4.094141,0.132814,50,,,,0.4436,,,,212.91,126.63,212.91,212.91,3,1,3,3,212.91,126.63,212.91,212.91,,
2026-02-21,2026-02-21,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",157,,,,actions:omni_landing_page_view,2983,1.102581,0.0210828,,,,"Using ad set budget",0,3.31,Prebieha,3289,1.006385,181,,0.018287,5.503192,276,8.391608,0.011993,157,,,,0.021083,,,,,,,,,,,,,,,,,
2026-02-21,2026-02-21,"FilipZ | Traffic | Page likes",inactive,"1-day click",24,,,,total_profile_visits,1700,1.015294,0.11125,,,,"Using ad set budget",0,2.67,Prebieha,1726,1.546929,14,,0.190714,0.811124,128,7.415991,0.020859,6,,,,0.445,,,,,,,,,,,,,,,,,
2026-02-20,2026-02-20,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-20,2026-02-20,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-20,2026-02-20,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-20,2026-02-20,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",3,,2,3,actions:offsite_conversion.fb_pixel_purchase,2235,2.039374,8.09666667,,12.145,8.09666667,"Using ad set budget",0,24.29,Prebieha,4558,5.329092,70,,0.347,1.535761,170,3.729706,0.142882,44,,,,0.552045,,,,144.67,,94.78,144.67,3,,2,3,144.67,,94.78,144.67,,
2026-02-20,2026-02-20,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",98,,,,actions:omni_landing_page_view,1904,1.07563,0.02234694,,,,"Using ad set budget",0,2.19,Prebieha,2048,1.069336,109,,0.020092,5.322266,168,8.203125,0.013036,98,,,,0.022347,,,,,,,,,,,,,,,,,
2026-02-20,2026-02-20,"FilipZ | Traffic | Page likes",inactive,"1-day click",42,,,,total_profile_visits,1652,1.02845,0.06285714,,,,"Using ad set budget",0,2.64,Prebieha,1699,1.553855,27,,0.097778,1.58917,153,9.005297,0.017255,10,,,,0.264,,,,,,,,,,,,,,,,,
2026-02-19,2026-02-19,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-19,2026-02-19,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-19,2026-02-19,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-19,2026-02-19,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",6,1,6,6,actions:offsite_conversion.fb_pixel_purchase,2390,1.948117,4.125,,4.125,4.125,"Using ad set budget",0,24.75,Prebieha,4656,5.315722,71,,0.348592,1.524914,188,4.037801,0.131649,46,,,,0.538043,,,,376.08,49.89,376.08,376.08,6,1,6,6,376.08,49.89,376.08,376.08,,
2026-02-19,2026-02-19,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",148,,,,actions:omni_landing_page_view,2716,1.104934,0.02101351,,,,"Using ad set budget",0,3.11,Prebieha,3001,1.036321,183,,0.016995,6.097967,270,8.997001,0.011519,148,,,,0.021014,,,,,,,,,,,,,,,,,
2026-02-19,2026-02-19,"FilipZ | Traffic | Page likes",inactive,"1-day click",46,,,,total_profile_visits,2047,1.021006,0.07413043,,,,"Using ad set budget",0,3.41,Prebieha,2090,1.631579,32,,0.106563,1.5311,180,8.61244,0.018944,8,,,,0.42625,,,,,,,,,,,,,,,,,
2026-02-18,2026-02-18,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-18,2026-02-18,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-18,2026-02-18,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-18,2026-02-18,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",4,,4,4,actions:offsite_conversion.fb_pixel_purchase,2472,1.957524,6.715,,6.715,6.715,"Using ad set budget",0,26.86,Prebieha,4839,5.550734,81,,0.331605,1.6739,233,4.815044,0.115279,51,,,,0.526667,,,,194.56,,194.56,194.56,4,,4,4,194.56,,194.56,194.56,,
2026-02-18,2026-02-18,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",128,,,,actions:omni_landing_page_view,2355,1.093418,0.02171875,,,,"Using ad set budget",0,2.78,Prebieha,2575,1.079612,152,,0.018289,5.902913,235,9.126214,0.01183,128,,,,0.021719,,,,,,,,,,,,,,,,,
2026-02-18,2026-02-18,"FilipZ | Traffic | Page likes",inactive,"1-day click",43,,,,total_profile_visits,2069,1.019333,0.06674419,,,,"Using ad set budget",0,2.87,Prebieha,2109,1.360835,31,,0.092581,1.469891,190,9.009009,0.015105,8,,,,0.35875,,,,,,,,,,,,,,,,,
2026-02-17,2026-02-17,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-17,2026-02-17,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-17,2026-02-17,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-17,2026-02-17,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,,2,2,actions:offsite_conversion.fb_pixel_purchase,2391,1.930573,12.005,,12.005,12.005,"Using ad set budget",0,24.01,Prebieha,4616,5.201473,69,,0.347971,1.494801,190,4.116118,0.126368,41,,,,0.58561,,,,94.78,,94.78,94.78,2,,2,2,94.78,,94.78,94.78,,
2026-02-17,2026-02-17,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",158,,,,actions:omni_landing_page_view,3408,1.080106,0.01974684,,,,"Using ad set budget",0,3.12,Prebieha,3681,0.847596,189,,0.016508,5.134474,342,9.290954,0.009123,158,,,,0.019747,,,,,,,,,,,,,,,,,
2026-02-17,2026-02-17,"FilipZ | Traffic | Page likes",inactive,"1-day click",24,,,,total_profile_visits,1714,1.029172,0.11833333,,,,"Using ad set budget",0,2.84,Prebieha,1764,1.609977,16,,0.1775,0.907029,136,7.709751,0.020882,5,,,,0.568,,,,,,,,,,,,,,,,,
2026-02-16,2026-02-16,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-16,2026-02-16,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-16,2026-02-16,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-16,2026-02-16,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",5,,5,5,actions:offsite_conversion.fb_pixel_purchase,2149,1.945556,4.944,,4.944,4.944,"Using ad set budget",0,24.72,Prebieha,4181,5.912461,72,,0.343333,1.722076,179,4.281272,0.138101,60,,,,0.412,,,,312.69,,312.69,312.69,5,,5,5,312.69,,312.69,312.69,,
2026-02-16,2026-02-16,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",134,,,,actions:omni_landing_page_view,3440,1.056105,0.0230597,,,,"Using ad set budget",0,3.09,Prebieha,3633,0.850537,174,,0.017759,4.78943,355,9.771539,0.008704,134,,,,0.02306,,,,,,,,,,,,,,,,,
2026-02-16,2026-02-16,"FilipZ | Traffic | Page likes",inactive,"1-day click",40,,,,total_profile_visits,2036,1,0.07525,,,,"Using ad set budget",0,3.01,Prebieha,2036,1.478389,23,,0.13087,1.129666,162,7.956778,0.01858,10,,,,0.301,,,,,,,,,,,,,,,,,
2026-02-15,2026-02-15,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-15,2026-02-15,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-15,2026-02-15,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-15,2026-02-15,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",1,,1,1,actions:offsite_conversion.fb_pixel_purchase,2577,2.060924,27.65,,27.65,27.65,"Using ad set budget",0,27.65,Prebieha,5311,5.206176,115,,0.240435,2.165317,276,5.196761,0.100181,81,,,,0.341358,,,,126.63,,126.63,126.63,1,,1,1,126.63,,126.63,126.63,,
2026-02-15,2026-02-15,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",158,,,,actions:omni_landing_page_view,3341,1.097875,0.02088608,,,,"Using ad set budget",0,3.3,Prebieha,3668,0.899673,194,,0.01701,5.288986,361,9.841876,0.009141,158,,,,0.020886,,,,,,,,,,,,,,,,,
2026-02-15,2026-02-15,"FilipZ | Traffic | Page likes",inactive,"1-day click",47,,,,total_profile_visits,2039,1.026484,0.07319149,,,,"Using ad set budget",0,3.44,Prebieha,2093,1.643574,36,,0.095556,1.720019,171,8.170091,0.020117,8,,,,0.43,,,,,,,,,,,,,,,,,
2026-02-14,2026-02-14,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-14,2026-02-14,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-14,2026-02-14,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-14,2026-02-14,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,,2,2,actions:offsite_conversion.fb_pixel_purchase,2416,1.985513,12.94,,12.94,12.94,"Using ad set budget",0,25.88,Prebieha,4797,5.395039,58,,0.446207,1.209089,159,3.314572,0.162767,37,,,,0.699459,,,,99.78,,99.78,99.78,2,,2,2,99.78,,99.78,99.78,,
2026-02-14,2026-02-14,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",123,,,,actions:omni_landing_page_view,2243,1.068658,0.02130081,,,,"Using ad set budget",0,2.62,Prebieha,2397,1.093033,147,,0.017823,6.132666,246,10.262829,0.01065,123,,,,0.021301,,,,,,,,,,,,,,,,,
2026-02-14,2026-02-14,"FilipZ | Traffic | Page likes",inactive,"1-day click",32,,,,total_profile_visits,1514,1.036988,0.079375,,,,"Using ad set budget",0,2.54,Prebieha,1570,1.617834,21,,0.120952,1.33758,125,7.961783,0.02032,8,,,,0.3175,,,,,,,,,,,,,,,,,
2026-02-13,2026-02-13,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-13,2026-02-13,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-13,2026-02-13,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-13,2026-02-13,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",3,2,2,3,actions:offsite_conversion.fb_pixel_purchase,2375,2.035789,8.30333333,,12.455,8.30333333,"Using ad set budget",0,24.91,Prebieha,4835,5.152017,66,,0.377424,1.365047,146,3.019648,0.170616,43,,,,0.579302,,,,196.57,99.78,146.68,196.57,3,2,2,3,196.57,99.78,146.68,196.57,,
2026-02-13,2026-02-13,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",125,,,,actions:omni_landing_page_view,2555,1.079843,0.02672,,,,"Using ad set budget",0,3.34,Prebieha,2759,1.210584,148,,0.022568,5.364262,236,8.553824,0.014153,125,,,,0.02672,,,,,,,,,,,,,,,,,
2026-02-13,2026-02-13,"FilipZ | Traffic | Page likes",inactive,"1-day click",51,,,,total_profile_visits,2000,1.0445,0.07117647,,,,"Using ad set budget",0,3.63,Prebieha,2089,1.737674,27,,0.134444,1.292484,185,8.855912,0.019622,9,,,,0.403333,,,,,,,,,,,,,,,,,
2026-02-12,2026-02-12,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-12,2026-02-12,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-12,2026-02-12,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-12,2026-02-12,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",3,,3,3,actions:offsite_conversion.fb_pixel_purchase,1955,2.019437,6.90666667,,6.90666667,6.90666667,"Using ad set budget",0,20.72,Prebieha,3948,5.248227,60,,0.345333,1.519757,167,4.22999,0.124072,43,,,,0.48186,,,,191.57,,191.57,191.57,3,,3,3,191.57,,191.57,191.57,,
2026-02-12,2026-02-12,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",106,,,,actions:omni_landing_page_view,2724,1.027166,0.02858491,,,,"Using ad set budget",0,3.03,Prebieha,2798,1.082916,138,,0.021957,4.932094,242,8.649035,0.012521,106,,,,0.028585,,,,,,,,,,,,,,,,,
2026-02-12,2026-02-12,"FilipZ | Traffic | Page likes",inactive,"1-day click",35,,,,total_profile_visits,1707,1.051552,0.086,,,,"Using ad set budget",0,3.01,Prebieha,1795,1.67688,28,,0.1075,1.559889,144,8.022284,0.020903,11,,,,0.273636,,,,,,,,,,,,,,,,,
2026-02-11,2026-02-11,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-11,2026-02-11,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-11,2026-02-11,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-11,2026-02-11,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",1,,,1,actions:offsite_conversion.fb_pixel_purchase,1981,2.163049,24.43,,,24.43,"Using ad set budget",0,24.43,Prebieha,4285,5.701284,61,,0.400492,1.423571,148,3.453909,0.165068,44,,,,0.555227,,,,49.89,,,49.89,1,,,1,49.89,,,49.89,,
2026-02-11,2026-02-11,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",127,,,,actions:omni_landing_page_view,2479,1.051634,0.02259843,,,,"Using ad set budget",0,2.87,Prebieha,2607,1.100882,166,,0.017289,6.367472,278,10.663598,0.010324,127,,,,0.022598,,,,,,,,,,,,,,,,,
2026-02-11,2026-02-11,"FilipZ | Traffic | Page likes",inactive,"1-day click",20,,,,total_profile_visits,1606,1.031756,0.142,,,,"Using ad set budget",0,2.84,Prebieha,1657,1.713941,15,,0.189333,0.90525,140,8.449004,0.020286,8,,,,0.355,,,,,,,,,,,,,,,,,
2026-02-10,2026-02-10,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-10,2026-02-10,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-10,2026-02-10,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-10,2026-02-10,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",9,4,6,9,actions:offsite_conversion.fb_pixel_purchase,2322,2.023686,3.12777778,,4.69166667,3.12777778,"Using ad set budget",0,28.15,Prebieha,4699,5.990636,85,,0.331176,1.808896,193,4.107257,0.145855,70,,,,0.402143,,,,887.55,318.2,465.45,887.55,9,4,6,9,887.55,318.2,465.45,887.55,,
2026-02-10,2026-02-10,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",110,,,,actions:omni_landing_page_view,2968,1.081873,0.02654545,,,,"Using ad set budget",0,2.92,Prebieha,3211,0.909374,132,,0.022121,4.110869,271,8.439738,0.010775,110,,,,0.026545,,,,,,,,,,,,,,,,,
2026-02-10,2026-02-10,"FilipZ | Traffic | Page likes",inactive,"1-day click",45,,,,total_profile_visits,1822,1,0.06777778,,,,"Using ad set budget",0,3.05,Prebieha,1822,1.673985,21,,0.145238,1.15258,143,7.848518,0.021329,7,,,,0.435714,,,,,,,,,,,,,,,,,
2026-02-09,2026-02-09,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-09,2026-02-09,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-09,2026-02-09,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-09,2026-02-09,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,,2,2,actions:offsite_conversion.fb_pixel_purchase,2413,1.980522,12.505,,12.505,12.505,"Using ad set budget",0,25.01,Prebieha,4779,5.233312,93,,0.268925,1.946014,194,4.059427,0.128918,65,,,,0.384769,,,,176.52,,176.52,176.52,2,,2,2,176.52,,176.52,176.52,,
2026-02-09,2026-02-09,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",120,,,,actions:omni_landing_page_view,2939,1.050698,0.02408333,,,,"Using ad set budget",0,2.89,Prebieha,3088,0.935881,156,,0.018526,5.051813,312,10.103627,0.009263,120,,,,0.024083,,,,,,,,,,,,,,,,,
2026-02-09,2026-02-09,"FilipZ | Traffic | Page likes",inactive,"1-day click",31,,,,total_profile_visits,1730,1.07341,0.09290323,,,,"Using ad set budget",0,2.88,Prebieha,1857,1.550889,17,,0.169412,0.915455,147,7.915994,0.019592,7,,,,0.411429,,,,,,,,,,,,,,,,,
2026-02-08,2026-02-08,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-08,2026-02-08,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-08,2026-02-08,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-08,2026-02-08,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,,2,2,actions:offsite_conversion.fb_pixel_purchase,2764,1.902315,12.76,,12.76,12.76,"Using ad set budget",0,25.52,Prebieha,5258,4.853556,94,,0.271489,1.787752,204,3.879802,0.125098,69,,,,0.369855,,,,171.52,,171.52,171.52,2,,2,2,171.52,,171.52,171.52,,
2026-02-08,2026-02-08,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",172,,,,actions:omni_landing_page_view,3762,1.055821,0.01912791,,,,"Using ad set budget",0,3.29,Prebieha,3972,0.828298,201,,0.016368,5.060423,384,9.667674,0.008568,172,,,,0.019128,,,,,,,,,,,,,,,,,
2026-02-08,2026-02-08,"FilipZ | Traffic | Page likes",inactive,"1-day click",44,,,,total_profile_visits,2027,1.020227,0.06818182,,,,"Using ad set budget",0,3,Prebieha,2068,1.450677,24,,0.125,1.160542,168,8.123791,0.017857,11,,,,0.272727,,,,,,,,,,,,,,,,,
2026-02-07,2026-02-07,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-07,2026-02-07,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-07,2026-02-07,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-07,2026-02-07,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",1,2,1,1,actions:offsite_conversion.fb_pixel_purchase,1850,1.879459,19.34,,19.34,19.34,"Using ad set budget",0,19.34,Prebieha,3477,5.562266,68,,0.284412,1.955709,152,4.371585,0.127237,50,,,,0.3868,,,,44.89,176.52,44.89,44.89,1,2,1,1,44.89,176.52,44.89,44.89,,
2026-02-07,2026-02-07,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",161,,,,actions:omni_landing_page_view,3304,1.085048,0.01906832,,,,"Using ad set budget",0,3.07,Prebieha,3585,0.856346,208,,0.01476,5.801953,423,11.799163,0.007258,161,,,,0.019068,,,,,,,,,,,,,,,,,
2026-02-07,2026-02-07,"FilipZ | Traffic | Page likes",inactive,"1-day click",32,,,,total_profile_visits,1796,1.034521,0.100625,,,,"Using ad set budget",0,3.22,Prebieha,1858,1.733046,25,,0.1288,1.345533,155,8.342304,0.020774,8,,,,0.4025,,,,,,,,,,,,,,,,,
2026-02-06,2026-02-06,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-06,2026-02-06,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-06,2026-02-06,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-02-06,2026-02-06,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,1,2,2,actions:offsite_conversion.fb_pixel_purchase,1782,1.85578,8.755,,8.755,8.755,"Using ad set budget",0,17.51,Prebieha,3307,5.294829,91,,0.192418,2.751739,204,6.168733,0.085833,59,,,,0.29678,,,,99.78,126.63,99.78,99.78,2,1,2,2,99.78,126.63,99.78,99.78,,
