"Začiatok vykazovania","Koniec vykazovania","Názov kampane","Doručenie kampane","Nastavenie pričítania",Výsledky,"Výsledky [1-day view all conversions]","Výsledky [1-day click all conversions]","Výsledky [7-day click all conversions]","Result indicator",Dosah,Frekvencia,"Cena za výsledky","Cena za výsledky [1-day view all conversions]","Cena za výsledky [1-day click all conversions]","Cena za výsledky [7-day click all conversions]","Rozpočet zostavy reklám","Typ rozpočtu zostavy reklám","Minutá suma (EUR)",Koniec,Impresie,"CPM (cena za 1000 impresií) (EUR)","Kliknutia na odkaz",shop_clicks,"CPC (cena za kliknutie na odkaz) (EUR)","CTR (miera prekliknutia odkazu)","Kliknutia (všetky)","CTR (všetko)","CPC (all) (EUR)","Pozretia cieľovej stránky","Pozretia cieľovej stránky [1-day view]","Pozretia cieľovej stránky [1-day click]","Pozretia cieľovej stránky [7-day click]","Cena za pozretie cieľovej stránky (EUR)",cost_per_action_type_1d_view_all_conversions:omni_landing_page_view,cost_per_action_type_1d_click_all_conversions:omni_landing_page_view,cost_per_action_type_7d_click_all_conversions:omni_landing_page_view,"Hodnota konverzie nákupov na webe","Hodnota konverzie nákupov na webe [1-day view]","Hodnota konverzie nákupov na webe [1-day click]","Hodnota konverzie nákupov na webe [7-day click]",Nákupy,"Nákupy [1-day view]","Nákupy [1-day click]","Nákupy [7-day click]","Purchases conversion value","Purchases conversion value [1-day view]","Purchases conversion value [1-day click]","Purchases conversion value [7-day click]","Results (initial)","Results (initial) indicator"
2026-06-07,2026-06-07,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",136,,,,actions:omni_landing_page_view,5070,1.090533,0.08441176,,,,"Using ad set budget",0,11.48,Prebieha,5529,2.076325,162,,0.070864,2.930005,373,6.746247,0.030777,136,,,,0.084412,,,,,,,,,,,,,,,,,
2026-06-07,2026-06-07,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-06,2026-06-06,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-06,2026-06-06,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-06,2026-06-06,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,1122,1.947415,,,,,"Using ad set budget",0,17.9,Prebieha,2185,8.19222,25,,0.716,1.144165,65,2.974828,0.275385,12,,,,1.491667,,,,,,,,,,,,,,,,,
2026-06-06,2026-06-06,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",1,,1,1,actions:offsite_conversion.fb_pixel_purchase,3299,1.371325,26.31,,26.31,26.31,"Using ad set budget",0,26.31,Prebieha,4524,5.81565,54,,0.487222,1.193634,155,3.426172,0.169742,41,,,,0.641707,,,,40.51,,40.51,40.51,1,,1,1,40.51,,40.51,40.51,,
2026-06-06,2026-06-06,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",129,,,,actions:omni_landing_page_view,4573,1.125301,0.07953488,,,,"Using ad set budget",0,10.26,Prebieha,5146,1.993782,143,,0.071748,2.778857,361,7.015157,0.028421,129,,,,0.079535,,,,,,,,,,,,,,,,,
2026-06-06,2026-06-06,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,2026-06-05,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,2026-06-05,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-05,2026-06-05,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",3,1,2,2,actions:offsite_conversion.fb_pixel_purchase,1243,1.890587,6.51666667,,9.775,9.775,"Using ad set budget",0,19.55,Prebieha,2350,8.319149,39,,0.501282,1.659574,103,4.382979,0.189806,25,,,,0.782,,,,140.29,40.51,99.78,99.78,3,1,2,2,140.29,40.51,99.78,99.78,,
2026-06-05,2026-06-05,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,,2,2,actions:offsite_conversion.fb_pixel_purchase,3524,1.490919,13.58,,13.58,13.58,"Using ad set budget",0,27.16,Prebieha,5254,5.169395,53,,0.512453,1.008755,89,1.693947,0.305169,41,,,,0.662439,,,,99.78,,99.78,99.78,2,,2,2,99.78,,99.78,99.78,,
2026-06-05,2026-06-05,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",97,,,,actions:omni_landing_page_view,3792,1.078059,0.08835052,,,,"Using ad set budget",0,8.57,Prebieha,4088,2.09638,129,,0.066434,3.155577,326,7.97456,0.026288,97,,,,0.088351,,,,,,,,,,,,,,,,,
2026-06-05,2026-06-05,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-04,2026-06-04,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-04,2026-06-04,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-04,2026-06-04,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,1196,1.93311,,,,,"Using ad set budget",0,18.24,Prebieha,2312,7.889273,27,,0.675556,1.16782,71,3.070934,0.256901,18,,,,1.013333,,,,,,,,,,,,,,,,,
2026-06-04,2026-06-04,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",3,,3,3,actions:offsite_conversion.fb_pixel_purchase,3367,1.583309,9.54,,9.54,9.54,"Using ad set budget",0,28.62,Prebieha,5331,5.368599,79,,0.362278,1.481898,239,4.483211,0.119749,42,,,,0.681429,,,,149.67,,149.67,149.67,3,,3,3,149.67,,149.67,149.67,,
2026-06-04,2026-06-04,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",130,,,,actions:omni_landing_page_view,4437,1.068515,0.07484615,,,,"Using ad set budget",0,9.73,Prebieha,4741,2.05231,161,,0.060435,3.395908,331,6.981649,0.029396,130,,,,0.074846,,,,,,,,,,,,,,,,,
2026-06-04,2026-06-04,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,2026-06-03,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,2026-06-03,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-03,2026-06-03,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",2,,2,2,actions:offsite_conversion.fb_pixel_purchase,1341,1.782252,9.19,,9.19,9.19,"Using ad set budget",0,18.38,Prebieha,2390,7.690377,36,,0.510556,1.506276,96,4.016736,0.191458,20,,,,0.919,,,,90.4,,90.4,90.4,2,,2,2,90.4,,90.4,90.4,,
2026-06-03,2026-06-03,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",6,1,6,6,actions:offsite_conversion.fb_pixel_purchase,3320,1.653916,4.78666667,,4.78666667,4.78666667,"Using ad set budget",0,28.72,Prebieha,5491,5.230377,64,,0.44875,1.165544,131,2.385722,0.219237,38,,,,0.755789,,,,361.7,36.51,361.7,361.7,6,1,6,6,361.7,36.51,361.7,361.7,,
2026-06-03,2026-06-03,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",143,,,,actions:omni_landing_page_view,4635,1.085868,0.06769231,,,,"Using ad set budget",0,9.68,Prebieha,5033,1.923306,154,,0.062857,3.059805,305,6.060004,0.031738,143,,,,0.067692,,,,,,,,,,,,,,,,,
2026-06-03,2026-06-03,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-02,2026-06-02,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-02,2026-06-02,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-02,2026-06-02,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,1288,1.997671,,,,,"Using ad set budget",0,20.2,Prebieha,2573,7.850758,38,,0.531579,1.476875,82,3.186941,0.246341,23,,,,0.878261,,,,,,,,,,,,,,,,,
2026-06-02,2026-06-02,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,2,1,1,actions:offsite_conversion.fb_pixel_purchase,3539,1.659508,15.35,,30.7,30.7,"Using ad set budget",0,30.7,Prebieha,5873,5.227311,77,,0.398701,1.311085,215,3.660821,0.142791,38,,,,0.807895,,,,94.78,86.4,44.89,44.89,2,2,1,1,94.78,86.4,44.89,44.89,,
2026-06-02,2026-06-02,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",142,,,,actions:omni_landing_page_view,4522,1.070102,0.06633803,,,,"Using ad set budget",0,9.42,Prebieha,4839,1.946683,156,,0.060385,3.223807,345,7.129572,0.027304,142,,,,0.066338,,,,,,,,,,,,,,,,,
2026-06-02,2026-06-02,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-01,2026-06-01,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-01,2026-06-01,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-06-01,2026-06-01,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,1531,1.86806,,,,,"Using ad set budget",0,21.89,Prebieha,2860,7.653846,42,,0.52119,1.468531,89,3.111888,0.245955,29,,,,0.754828,,,,,,,,,,,,,,,,,
2026-06-01,2026-06-01,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,,2,2,actions:offsite_conversion.fb_pixel_purchase,4057,1.464876,16.31,,16.31,16.31,"Using ad set budget",0,32.62,Prebieha,5943,5.48881,94,,0.347021,1.581693,255,4.290762,0.127922,54,,,,0.604074,,,,94.78,,94.78,94.78,2,,2,2,94.78,,94.78,94.78,,
2026-06-01,2026-06-01,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",144,,,,actions:omni_landing_page_view,5227,1.096231,0.07215278,,,,"Using ad set budget",0,10.39,Prebieha,5730,1.813264,168,,0.061845,2.931937,382,6.666667,0.027199,144,,,,0.072153,,,,,,,,,,,,,,,,,
2026-06-01,2026-06-01,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-31,2026-05-31,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-31,2026-05-31,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-31,2026-05-31,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,1353,1.725055,,,,,"Using ad set budget",0,22.4,Prebieha,2334,9.597258,57,,0.392982,2.442159,117,5.012853,0.191453,30,,,,0.746667,,,,,,,,,,,,,,,,,
2026-05-31,2026-05-31,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",1,1,,,actions:offsite_conversion.fb_pixel_purchase,3894,1.550591,35.69,,,,"Using ad set budget",0,35.69,Prebieha,6038,5.910898,104,,0.343173,1.722425,224,3.709838,0.15933,67,,,,0.532687,,,,49.89,49.89,,,1,1,,,49.89,49.89,,,,
2026-05-31,2026-05-31,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",150,,,,actions:omni_landing_page_view,5248,1.112614,0.07966667,,,,"Using ad set budget",0,11.95,Prebieha,5839,2.046583,180,,0.066389,3.08272,421,7.210139,0.028385,150,,,,0.079667,,,,,,,,,,,,,,,,,
2026-05-31,2026-05-31,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-30,2026-05-30,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-30,2026-05-30,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-30,2026-05-30,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",1,,1,1,actions:offsite_conversion.fb_pixel_purchase,1267,1.790055,18.87,,18.87,18.87,"Using ad set budget",0,18.87,Prebieha,2268,8.320106,55,,0.343091,2.425044,103,4.541446,0.183204,24,,,,0.78625,,,,126.63,,126.63,126.63,1,,1,1,126.63,,126.63,126.63,,
2026-05-30,2026-05-30,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",1,,1,1,actions:offsite_conversion.fb_pixel_purchase,3645,1.425789,28.79,,28.79,28.79,"Using ad set budget",0,28.79,Prebieha,5197,5.539734,100,,0.2879,1.924187,346,6.657687,0.083208,46,,,,0.62587,,,,126.63,,126.63,126.63,1,,1,1,126.63,,126.63,126.63,,
2026-05-30,2026-05-30,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",113,,,,actions:omni_landing_page_view,3787,1.101135,0.08061947,,,,"Using ad set budget",0,9.11,Prebieha,4170,2.184652,126,,0.072302,3.021583,265,6.354916,0.034377,113,,,,0.080619,,,,,,,,,,,,,,,,,
2026-05-30,2026-05-30,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,2026-05-29,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,2026-05-29,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-29,2026-05-29,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",2,,2,2,actions:offsite_conversion.fb_pixel_purchase,1088,1.790441,7.8,,7.8,7.8,"Using ad set budget",0,15.6,Prebieha,1948,8.008214,36,,0.433333,1.848049,87,4.466119,0.17931,19,,,,0.821053,,,,176.52,,176.52,176.52,2,,2,2,176.52,,176.52,176.52,,
2026-05-29,2026-05-29,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",3,1,3,3,actions:offsite_conversion.fb_pixel_purchase,2652,1.760558,9.47666667,,9.47666667,9.47666667,"Using ad set budget",0,28.43,Prebieha,4669,6.089098,64,,0.444219,1.370743,173,3.70529,0.164335,42,,,,0.676905,,,,149.67,44.89,149.67,149.67,3,1,3,3,149.67,44.89,149.67,149.67,,
2026-05-29,2026-05-29,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",126,,,,actions:omni_landing_page_view,4182,1.048063,0.07452381,,,,"Using ad set budget",0,9.39,Prebieha,4383,2.142368,141,,0.066596,3.216975,318,7.255305,0.029528,126,,,,0.074524,,,,,,,,,,,,,,,,,
2026-05-29,2026-05-29,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-28,2026-05-28,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-28,2026-05-28,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-28,2026-05-28,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",1,1,1,1,actions:offsite_conversion.fb_pixel_purchase,961,1.907388,18.03,,18.03,18.03,"Using ad set budget",0,18.03,Prebieha,1833,9.836334,43,,0.419302,2.345881,87,4.746318,0.207241,24,,,,0.75125,,,,49.89,44.89,49.89,49.89,1,1,1,1,49.89,44.89,49.89,49.89,,
2026-05-28,2026-05-28,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,,,,2504,1.689696,,,,,"Using ad set budget",0,24.55,Prebieha,4231,5.802411,48,,0.511458,1.134484,93,2.198062,0.263978,38,,,,0.646053,,,,,,,,,,,,,,,,,
2026-05-28,2026-05-28,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",92,,,,actions:omni_landing_page_view,4022,1.064644,0.09782609,,,,"Using ad set budget",0,9,Prebieha,4282,2.101822,116,,0.077586,2.709014,310,7.239608,0.029032,92,,,,0.097826,,,,,,,,,,,,,,,,,
2026-05-28,2026-05-28,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-27,2026-05-27,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-27,2026-05-27,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-27,2026-05-27,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",1,,1,1,actions:offsite_conversion.fb_pixel_purchase,1238,1.875606,19.71,,19.71,19.71,"Using ad set budget",0,19.71,Prebieha,2322,8.488372,42,,0.469286,1.808786,75,3.229974,0.2628,25,,,,0.7884,,,,40.51,,40.51,40.51,1,,1,1,40.51,,40.51,40.51,,
2026-05-27,2026-05-27,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",3,,3,3,actions:offsite_conversion.fb_pixel_purchase,2767,1.777376,9.82,,9.82,9.82,"Using ad set budget",0,29.46,Prebieha,4918,5.99024,70,,0.420857,1.423343,172,3.497357,0.171279,45,,,,0.654667,,,,207.91,,207.91,207.91,3,,3,3,207.91,,207.91,207.91,,
2026-05-27,2026-05-27,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",146,,,,actions:omni_landing_page_view,4203,1.085415,0.06705479,,,,"Using ad set budget",0,9.79,Prebieha,4562,2.145989,161,,0.060807,3.529154,347,7.606313,0.028213,146,,,,0.067055,,,,,,,,,,,,,,,,,
2026-05-27,2026-05-27,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-26,2026-05-26,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-26,2026-05-26,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-26,2026-05-26,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",1,,1,1,actions:offsite_conversion.fb_pixel_purchase,1227,1.814996,22.37,,22.37,22.37,"Using ad set budget",0,22.37,Prebieha,2227,10.044903,49,,0.456531,2.200269,107,4.80467,0.209065,28,,,,0.798929,,,,49.89,,49.89,49.89,1,,1,1,49.89,,49.89,49.89,,
2026-05-26,2026-05-26,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,1,,,actions:offsite_conversion.fb_pixel_purchase,3182,1.796669,,,,,"Using ad set budget",0,33.42,Prebieha,5717,5.845723,89,,0.375506,1.556761,179,3.131013,0.186704,54,,,,0.618889,,,,,49.89,,,,1,,,,49.89,,,,
2026-05-26,2026-05-26,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",136,,,,actions:omni_landing_page_view,4877,1.072176,0.08264706,,,,"Using ad set budget",0,11.24,Prebieha,5229,2.149551,164,,0.068537,3.136355,415,7.936508,0.027084,136,,,,0.082647,,,,,,,,,,,,,,,,,
2026-05-26,2026-05-26,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-25,2026-05-25,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-25,2026-05-25,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-25,2026-05-25,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",2,1,1,1,actions:offsite_conversion.fb_pixel_purchase,1091,1.87901,10.565,,21.13,21.13,"Using ad set budget",0,21.13,Prebieha,2050,10.307317,36,,0.586944,1.756098,89,4.341463,0.237416,20,,,,1.0565,,,,94.78,44.89,49.89,49.89,2,1,1,1,94.78,44.89,49.89,49.89,,
2026-05-25,2026-05-25,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",3,1,2,2,actions:offsite_conversion.fb_pixel_purchase,3004,1.703728,11.17666667,,16.765,16.765,"Using ad set budget",0,33.53,Prebieha,5118,6.551387,74,,0.453108,1.445877,200,3.907776,0.16765,49,,,,0.684286,,,,202.96,49.89,153.07,153.07,3,1,2,2,202.96,49.89,153.07,153.07,,
2026-05-25,2026-05-25,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",135,,,,actions:omni_landing_page_view,4289,1.07834,0.0717037,,,,"Using ad set budget",0,9.68,Prebieha,4625,2.092973,151,,0.064106,3.264865,368,7.956757,0.026304,135,,,,0.071704,,,,,,,,,,,,,,,,,
2026-05-25,2026-05-25,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-24,2026-05-24,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-24,2026-05-24,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-24,2026-05-24,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,,,,1058,2.009452,,,,,"Using ad set budget",0,23.41,Prebieha,2126,11.011289,60,,0.390167,2.822201,109,5.126999,0.214771,32,,,,0.731563,,,,,,,,,,,,,,,,,
2026-05-24,2026-05-24,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,,2,2,actions:offsite_conversion.fb_pixel_purchase,2776,1.673271,15.88,,15.88,15.88,"Using ad set budget",0,31.76,Prebieha,4645,6.83746,99,,0.320808,2.131324,255,5.489774,0.124549,52,,,,0.610769,,,,89.78,,89.78,89.78,2,,2,2,89.78,,89.78,89.78,,
2026-05-24,2026-05-24,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",130,,,,actions:omni_landing_page_view,4743,1.089395,0.09069231,,,,"Using ad set budget",0,11.79,Prebieha,5167,2.281788,154,,0.076558,2.980453,338,6.541513,0.034882,130,,,,0.090692,,,,,,,,,,,,,,,,,
2026-05-24,2026-05-24,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23,"(H) Promo postu",inactive,"7-day click or 1-day view",,,,,,0,0,,,,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",1,,1,1,actions:offsite_conversion.fb_pixel_purchase,658,2.337386,17.41,,17.41,17.41,"Using ad set budget",0,17.41,Prebieha,1538,11.319896,35,,0.497429,2.275683,67,4.356307,0.259851,15,,,,1.160667,,,,126.63,,126.63,126.63,1,,1,1,126.63,,126.63,126.63,,
2026-05-23,2026-05-23,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,,,,2924,1.740082,,,,,"Using ad set budget",0,32.08,Prebieha,5088,6.305031,73,,0.439452,1.434748,156,3.066038,0.205641,50,,,,0.6416,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",82,,,,actions:omni_landing_page_view,3576,1.045302,0.11085366,,,,"Using ad set budget",0,9.09,Prebieha,3738,2.431782,94,,0.096702,2.514714,226,6.046014,0.040221,82,,,,0.110854,,,,,,,,,,,,,,,,,
2026-05-23,2026-05-23,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,,,,0,0,,,,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
