"Začiatok vykazovania","Koniec vykazovania","Názov kampane","Doručenie kampane","Nastavenie pričítania",Výsledky,"Result indicator",Dosah,Frekvencia,"Cena za výsledky","Rozpočet zostavy reklám","Typ rozpočtu zostavy reklám","Minutá suma (EUR)",Koniec,Impresie,"CPM (cena za 1000 impresií) (EUR)","Kliknutia na odkaz",shop_clicks,"CPC (cena za kliknutie na odkaz) (EUR)","CTR (miera prekliknutia odkazu)","Kliknutia (všetky)","CTR (všetko)","CPC (all) (EUR)","Pozretia cieľovej stránky","Cena za pozretie cieľovej stránky (EUR)","Results (initial)","Results (initial) indicator"
2026-04-14,2026-04-14,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-14,2026-04-14,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-14,2026-04-14,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",1,actions:offsite_conversion.fb_pixel_purchase,2978,1.38415,26.82,"Using ad set budget",0,26.82,Prebieha,4122,6.50655,93,,0.288387,2.256186,221,5.361475,0.121357,57,0.470526,,
2026-04-14,2026-04-14,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",115,actions:omni_landing_page_view,2830,1.079859,0.03,"Using ad set budget",0,3.45,Prebieha,3056,1.128927,180,,0.019167,5.890052,295,9.653141,0.011695,115,0.03,,
2026-04-14,2026-04-14,"FilipZ | Traffic | Page likes",inactive,"1-day click",24,total_profile_visits,1112,1.044065,0.1275,"Using ad set budget",0,3.06,Prebieha,1161,2.635659,23,,0.133043,1.981051,73,6.287683,0.041918,4,0.765,,
2026-04-13,2026-04-13,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-04-13,2026-04-13,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-13,2026-04-13,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-13,2026-04-13,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,actions:offsite_conversion.fb_pixel_purchase,3037,1.48864,12.55,"Using ad set budget",0,25.1,Prebieha,4521,5.551869,107,,0.234579,2.366733,180,3.98142,0.139444,68,0.369118,,
2026-04-13,2026-04-13,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",101,actions:omni_landing_page_view,2187,1.060814,0.02960396,"Using ad set budget",0,2.99,Prebieha,2320,1.288793,140,,0.021357,6.034483,224,9.655172,0.013348,101,0.029604,,
2026-04-13,2026-04-13,"FilipZ | Traffic | Page likes",inactive,"1-day click",26,total_profile_visits,1006,1.053678,0.10730769,"Using ad set budget",0,2.79,Prebieha,1060,2.632075,20,,0.1395,1.886792,63,5.943396,0.044286,2,1.395,,
2026-04-12,2026-04-12,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-04-12,2026-04-12,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-12,2026-04-12,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-12,2026-04-12,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",6,actions:offsite_conversion.fb_pixel_purchase,3534,1.450764,4.805,"Using ad set budget",0,28.83,Prebieha,5127,5.623171,84,,0.343214,1.638385,227,4.42754,0.127004,49,0.588367,,
2026-04-12,2026-04-12,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",121,actions:omni_landing_page_view,2378,1.101766,0.02752066,"Using ad set budget",0,3.33,Prebieha,2620,1.270992,167,,0.01994,6.374046,231,8.816794,0.014416,121,0.027521,,
2026-04-12,2026-04-12,"FilipZ | Traffic | Page likes",inactive,"1-day click",28,total_profile_visits,875,1.058286,0.10392857,"Using ad set budget",0,2.91,Prebieha,926,3.142549,26,,0.111923,2.807775,48,5.183585,0.060625,,,,
2026-04-11,2026-04-11,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-04-11,2026-04-11,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-11,2026-04-11,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-11,2026-04-11,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",1,actions:offsite_conversion.fb_pixel_purchase,2860,1.587413,24.52,"Using ad set budget",0,24.52,Prebieha,4540,5.400881,75,,0.326933,1.651982,170,3.744493,0.144235,46,0.533043,,
2026-04-11,2026-04-11,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",111,actions:omni_landing_page_view,2112,1.049242,0.02711712,"Using ad set budget",0,3.01,Prebieha,2216,1.358303,137,,0.021971,6.18231,193,8.709386,0.015596,111,0.027117,,
2026-04-11,2026-04-11,"FilipZ | Traffic | Page likes",inactive,"1-day click",12,total_profile_visits,323,1,0.06833333,"Using ad set budget",0,0.82,Prebieha,323,2.5387,8,,0.1025,2.47678,30,9.287926,0.027333,2,0.41,,
2026-04-10,2026-04-10,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-04-10,2026-04-10,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-10,2026-04-10,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-10,2026-04-10,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",4,actions:offsite_conversion.fb_pixel_purchase,2661,1.614431,5.645,"Using ad set budget",0,22.58,Prebieha,4296,5.256052,60,,0.376333,1.396648,91,2.11825,0.248132,47,0.480426,,
2026-04-10,2026-04-10,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",102,actions:omni_landing_page_view,1890,1.105291,0.02647059,"Using ad set budget",0,2.7,Prebieha,2089,1.292484,133,,0.020301,6.366683,204,9.765438,0.013235,102,0.026471,,
2026-04-10,2026-04-10,"FilipZ | Traffic | Page likes",inactive,"1-day click",47,total_profile_visits,1528,1.045812,0.10893617,"Using ad set budget",0,5.12,Prebieha,1598,3.204005,34,,0.150588,2.12766,94,5.882353,0.054468,1,5.12,,
2026-04-09,2026-04-09,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-04-09,2026-04-09,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-09,2026-04-09,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-09,2026-04-09,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",3,actions:offsite_conversion.fb_pixel_purchase,2602,1.54535,7.62666667,"Using ad set budget",0,22.88,Prebieha,4021,5.690127,75,,0.305067,1.865208,166,4.128326,0.137831,50,0.4576,,
2026-04-09,2026-04-09,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",131,actions:omni_landing_page_view,2489,1.081157,0.02465649,"Using ad set budget",0,3.23,Prebieha,2691,1.200297,168,,0.019226,6.243032,259,9.624675,0.012471,131,0.024656,,
2026-04-09,2026-04-09,"FilipZ | Traffic | Page likes",inactive,"1-day click",26,total_profile_visits,870,1.036782,0.10346154,"Using ad set budget",0,2.69,Prebieha,902,2.982262,24,,0.112083,2.660754,49,5.432373,0.054898,1,2.69,,
2026-04-08,2026-04-08,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-04-08,2026-04-08,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-08,2026-04-08,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-08,2026-04-08,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",4,actions:offsite_conversion.fb_pixel_purchase,3141,1.348615,6.405,"Using ad set budget",0,25.62,Prebieha,4236,6.048159,106,,0.241698,2.502361,256,6.043437,0.100078,56,0.4575,,
2026-04-08,2026-04-08,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",110,actions:omni_landing_page_view,2356,1.109083,0.02554545,"Using ad set budget",0,2.81,Prebieha,2613,1.075392,146,,0.019247,5.587447,208,7.960199,0.01351,110,0.025545,,
2026-04-08,2026-04-08,"FilipZ | Traffic | Page likes",inactive,"1-day click",34,total_profile_visits,956,1.057531,0.07970588,"Using ad set budget",0,2.71,Prebieha,1011,2.680514,28,,0.096786,2.769535,61,6.03363,0.044426,2,1.355,,
2026-04-07,2026-04-07,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-04-07,2026-04-07,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-07,2026-04-07,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-07,2026-04-07,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",6,actions:offsite_conversion.fb_pixel_purchase,3678,1.32137,4.95833333,"Using ad set budget",0,29.75,Prebieha,4860,6.121399,139,,0.214029,2.860082,412,8.477366,0.072209,82,0.362805,,
2026-04-07,2026-04-07,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",128,actions:omni_landing_page_view,2408,1.129568,0.02109375,"Using ad set budget",0,2.7,Prebieha,2720,0.992647,182,,0.014835,6.691176,233,8.566176,0.011588,128,0.021094,,
2026-04-07,2026-04-07,"FilipZ | Traffic | Page likes",inactive,"1-day click",44,total_profile_visits,1058,1.067108,0.06772727,"Using ad set budget",0,2.98,Prebieha,1129,2.639504,33,,0.090303,2.922941,76,6.731621,0.039211,1,2.98,,
2026-04-06,2026-04-06,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-04-06,2026-04-06,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-06,2026-04-06,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-06,2026-04-06,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,actions:offsite_conversion.fb_pixel_purchase,3660,1.520765,14.69,"Using ad set budget",0,29.38,Prebieha,5566,5.278476,95,,0.309263,1.706791,274,4.922745,0.107226,59,0.497966,,
2026-04-06,2026-04-06,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",170,actions:omni_landing_page_view,3095,1.166397,0.01888235,"Using ad set budget",0,3.21,Prebieha,3610,0.889197,223,,0.014395,6.177285,293,8.116343,0.010956,170,0.018882,,
2026-04-06,2026-04-06,"FilipZ | Traffic | Page likes",inactive,"1-day click",31,total_profile_visits,1220,1.022951,0.10193548,"Using ad set budget",0,3.16,Prebieha,1248,2.532051,26,,0.121538,2.083333,65,5.208333,0.048615,1,3.16,,
2026-04-05,2026-04-05,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-04-05,2026-04-05,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-05,2026-04-05,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-05,2026-04-05,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",4,actions:offsite_conversion.fb_pixel_purchase,2065,1.756901,5.0325,"Using ad set budget",0,20.13,Prebieha,3628,5.548512,37,,0.544054,1.019846,54,1.488423,0.372778,15,1.342,,
2026-04-05,2026-04-05,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",162,actions:omni_landing_page_view,2885,1.124783,0.02030864,"Using ad set budget",0,3.29,Prebieha,3245,1.013867,227,,0.014493,6.995378,327,10.077042,0.010061,162,0.020309,,
2026-04-05,2026-04-05,"FilipZ | Traffic | Page likes",inactive,"1-day click",28,total_profile_visits,1091,1.08066,0.12071429,"Using ad set budget",0,3.38,Prebieha,1179,2.866836,23,,0.146957,1.950806,58,4.919423,0.058276,,,,
2026-04-04,2026-04-04,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-04-04,2026-04-04,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-04,2026-04-04,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-04,2026-04-04,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,3452,1.510718,,"Using ad set budget",0,26.38,Prebieha,5215,5.058485,34,,0.775882,0.651965,75,1.438159,0.351733,27,0.977037,,
2026-04-04,2026-04-04,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",118,actions:omni_landing_page_view,2389,1.070322,0.02084746,"Using ad set budget",0,2.46,Prebieha,2557,0.962065,145,,0.016966,5.670708,222,8.682049,0.011081,118,0.020847,,
2026-04-04,2026-04-04,"FilipZ | Traffic | Page likes",inactive,"1-day click",29,total_profile_visits,1110,1.048649,0.09344828,"Using ad set budget",0,2.71,Prebieha,1164,2.328179,24,,0.112917,2.061856,71,6.099656,0.038169,9,0.301111,,
2026-04-03,2026-04-03,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-04-03,2026-04-03,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-03,2026-04-03,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-03,2026-04-03,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",1,actions:offsite_conversion.fb_pixel_purchase,3244,1.669544,27.08,"Using ad set budget",0,27.08,Prebieha,5416,5,57,,0.475088,1.052437,116,2.141802,0.233448,41,0.660488,,
2026-04-03,2026-04-03,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",133,actions:omni_landing_page_view,2905,1.032358,0.02345865,"Using ad set budget",0,3.12,Prebieha,2999,1.040347,170,,0.018353,5.668556,240,8.002668,0.013,133,0.023459,,
2026-04-03,2026-04-03,"FilipZ | Traffic | Page likes",inactive,"1-day click",30,total_profile_visits,1867,1.027317,0.09833333,"Using ad set budget",0,2.95,Prebieha,1918,1.53806,29,,0.101724,1.511992,132,6.882169,0.022348,11,0.268182,,
2026-04-02,2026-04-02,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-04-02,2026-04-02,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-02,2026-04-02,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-02,2026-04-02,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,actions:offsite_conversion.fb_pixel_purchase,2168,1.805812,10.88,"Using ad set budget",0,21.76,Prebieha,3915,5.55811,36,,0.604444,0.91954,79,2.01788,0.275443,33,0.659394,,
2026-04-02,2026-04-02,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",141,actions:omni_landing_page_view,2707,1.065017,0.02163121,"Using ad set budget",0,3.05,Prebieha,2883,1.057926,172,,0.017733,5.966008,238,8.25529,0.012815,141,0.021631,,
2026-04-02,2026-04-02,"FilipZ | Traffic | Page likes",inactive,"1-day click",37,total_profile_visits,1813,1.009928,0.08027027,"Using ad set budget",0,2.97,Prebieha,1831,1.622064,34,,0.087353,1.856909,127,6.9361,0.023386,8,0.37125,,
2026-04-01,2026-04-01,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-04-01,2026-04-01,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-01,2026-04-01,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-04-01,2026-04-01,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,2535,1.741617,,"Using ad set budget",0,23.89,Prebieha,4415,5.411099,60,,0.398167,1.359003,147,3.329558,0.162517,45,0.530889,,
2026-04-01,2026-04-01,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",108,actions:omni_landing_page_view,2274,1.067282,0.02425926,"Using ad set budget",0,2.62,Prebieha,2427,1.079522,144,,0.018194,5.933251,197,8.117017,0.013299,108,0.024259,,
2026-04-01,2026-04-01,"FilipZ | Traffic | Page likes",inactive,"1-day click",33,total_profile_visits,1621,1.043183,0.08545455,"Using ad set budget",0,2.82,Prebieha,1691,1.667652,29,,0.097241,1.714962,124,7.332939,0.022742,6,0.47,,
2026-03-31,2026-03-31,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-03-31,2026-03-31,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-03-31,2026-03-31,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-03-31,2026-03-31,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",3,actions:offsite_conversion.fb_pixel_purchase,2661,1.733559,8.15,"Using ad set budget",0,24.45,Prebieha,4613,5.300238,62,,0.394355,1.344028,150,3.25168,0.163,42,0.582143,,
2026-03-31,2026-03-31,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",140,actions:omni_landing_page_view,2616,1.072248,0.02335714,"Using ad set budget",0,3.27,Prebieha,2805,1.165775,164,,0.019939,5.846702,234,8.342246,0.013974,140,0.023357,,
2026-03-31,2026-03-31,"FilipZ | Traffic | Page likes",inactive,"1-day click",29,total_profile_visits,1863,1,0.11862069,"Using ad set budget",0,3.44,Prebieha,1863,1.846484,30,,0.114667,1.610306,117,6.280193,0.029402,5,0.688,,
2026-03-30,2026-03-30,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-03-30,2026-03-30,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-03-30,2026-03-30,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-03-30,2026-03-30,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",4,actions:offsite_conversion.fb_pixel_purchase,2315,1.844924,6.75,"Using ad set budget",0,27,Prebieha,4271,6.321705,99,,0.272727,2.317958,217,5.080777,0.124424,64,0.421875,,
2026-03-30,2026-03-30,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",154,actions:omni_landing_page_view,2609,1.047911,0.01928571,"Using ad set budget",0,2.97,Prebieha,2734,1.08632,178,,0.016685,6.510607,292,10.680322,0.010171,154,0.019286,,
2026-03-30,2026-03-30,"FilipZ | Traffic | Page likes",inactive,"1-day click",27,total_profile_visits,1271,1.033045,0.10777778,"Using ad set budget",0,2.91,Prebieha,1313,2.216299,27,,0.107778,2.056359,92,7.006855,0.03163,5,0.582,,
2026-03-29,2026-03-29,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-03-29,2026-03-29,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-03-29,2026-03-29,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-03-29,2026-03-29,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,actions:offsite_conversion.fb_pixel_purchase,2185,1.796796,11.885,"Using ad set budget",0,23.77,Prebieha,3926,6.054508,84,,0.282976,2.139582,184,4.686704,0.129185,55,0.432182,,
2026-03-29,2026-03-29,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",169,actions:omni_landing_page_view,3093,1.104106,0.02005917,"Using ad set budget",0,3.39,Prebieha,3415,0.992679,209,,0.01622,6.120059,318,9.311859,0.01066,169,0.020059,,
2026-03-29,2026-03-29,"FilipZ | Traffic | Page likes",inactive,"1-day click",35,total_profile_visits,1331,1.070624,0.09,"Using ad set budget",0,3.15,Prebieha,1425,2.210526,27,,0.116667,1.894737,105,7.368421,0.03,5,0.63,,
2026-03-28,2026-03-28,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-03-28,2026-03-28,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-03-28,2026-03-28,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-03-28,2026-03-28,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",1,actions:offsite_conversion.fb_pixel_purchase,1941,1.596084,22.48,"Using ad set budget",0,22.48,Prebieha,3098,7.256294,64,,0.35125,2.065849,153,4.93867,0.146928,49,0.458776,,
2026-03-28,2026-03-28,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",145,actions:omni_landing_page_view,2325,1.049462,0.01896552,"Using ad set budget",0,2.75,Prebieha,2440,1.127049,167,,0.016467,6.844262,230,9.42623,0.011957,145,0.018966,,
2026-03-28,2026-03-28,"FilipZ | Traffic | Page likes",inactive,"1-day click",43,total_profile_visits,1312,1.023628,0.06651163,"Using ad set budget",0,2.86,Prebieha,1343,2.129561,34,,0.084118,2.531646,123,9.1586,0.023252,8,0.3575,,
2026-03-27,2026-03-27,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-03-27,2026-03-27,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-03-27,2026-03-27,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-03-27,2026-03-27,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",1,actions:offsite_conversion.fb_pixel_purchase,2924,1.70725,27.71,"Using ad set budget",0,27.71,Prebieha,4992,5.550881,60,,0.461833,1.201923,91,1.822917,0.304505,37,0.748919,,
2026-03-27,2026-03-27,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",117,actions:omni_landing_page_view,2209,1.054776,0.0242735,"Using ad set budget",0,2.84,Prebieha,2330,1.218884,153,,0.018562,6.566524,218,9.356223,0.013028,117,0.024274,,
2026-03-27,2026-03-27,"FilipZ | Traffic | Page likes",inactive,"1-day click",30,total_profile_visits,1619,1.030266,0.10866667,"Using ad set budget",0,3.26,Prebieha,1668,1.954436,25,,0.1304,1.498801,101,6.055156,0.032277,1,3.26,,
2026-03-26,2026-03-26,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-03-26,2026-03-26,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-03-26,2026-03-26,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-03-26,2026-03-26,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",4,actions:offsite_conversion.fb_pixel_purchase,2878,1.733495,6.6325,"Using ad set budget",0,26.53,Prebieha,4989,5.317699,44,,0.602955,0.88194,62,1.242734,0.427903,34,0.780294,,
2026-03-26,2026-03-26,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",125,actions:omni_landing_page_view,2344,1.044369,0.02368,"Using ad set budget",0,2.96,Prebieha,2448,1.20915,158,,0.018734,6.454248,206,8.415033,0.014369,125,0.02368,,
2026-03-26,2026-03-26,"FilipZ | Traffic | Page likes",inactive,"1-day click",38,total_profile_visits,1364,1.021261,0.08315789,"Using ad set budget",0,3.16,Prebieha,1393,2.268485,29,,0.108966,2.081838,111,7.968414,0.028468,1,3.16,,
2026-03-25,2026-03-25,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-03-25,2026-03-25,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-03-25,2026-03-25,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
