"Začiatok vykazovania","Koniec vykazovania","Názov kampane","Doručenie kampane","Nastavenie pričítania",Výsledky,"Result indicator",Dosah,Frekvencia,"Cena za výsledky","Rozpočet zostavy reklám","Typ rozpočtu zostavy reklám","Minutá suma (EUR)",Koniec,Impresie,"CPM (cena za 1000 impresií) (EUR)","Kliknutia na odkaz",shop_clicks,"CPC (cena za kliknutie na odkaz) (EUR)","CTR (miera prekliknutia odkazu)","Kliknutia (všetky)","CTR (všetko)","CPC (all) (EUR)","Pozretia cieľovej stránky","Cena za pozretie cieľovej stránky (EUR)","Results (initial)","Results (initial) indicator"
2026-01-10,2026-01-10,"FilipZ | Traffic | Page likes",inactive,"1-day click",29,total_profile_visits,1178,1.051783,0.11,"Using ad set budget",0,3.19,Prebieha,1239,2.574657,14,,0.227857,1.129944,54,4.358354,0.059074,,,,
2026-01-09,2026-01-09,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-01-09,2026-01-09,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-09,2026-01-09,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-09,2026-01-09,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",1,actions:offsite_conversion.fb_pixel_purchase,1516,1.399736,9.85,"Using ad set budget",0,9.85,Prebieha,2122,4.641847,61,,0.161475,2.874647,129,6.079171,0.076357,46,0.21413,,
2026-01-09,2026-01-09,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",153,actions:omni_landing_page_view,3232,1.097463,0.01895425,"Using ad set budget",0,2.9,Prebieha,3547,0.817592,187,,0.015508,5.272061,335,9.444601,0.008657,153,0.018954,,
2026-01-09,2026-01-09,"FilipZ | Traffic | Page likes",inactive,"1-day click",36,total_profile_visits,1164,1.020619,0.08305556,"Using ad set budget",0,2.99,Prebieha,1188,2.516835,23,,0.13,1.936027,60,5.050505,0.049833,1,2.99,,
2026-01-08,2026-01-08,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-01-08,2026-01-08,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-08,2026-01-08,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-08,2026-01-08,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,actions:offsite_conversion.fb_pixel_purchase,1402,1.402996,4.625,"Using ad set budget",0,9.25,Prebieha,1967,4.702593,46,,0.201087,2.338587,119,6.049822,0.077731,28,0.330357,,
2026-01-08,2026-01-08,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",127,actions:omni_landing_page_view,2758,1.064177,0.02251969,"Using ad set budget",0,2.86,Prebieha,2935,0.974446,170,,0.016824,5.792164,252,8.586031,0.011349,127,0.02252,,
2026-01-08,2026-01-08,"FilipZ | Traffic | Page likes",inactive,"1-day click",29,total_profile_visits,1464,1.048497,0.10172414,"Using ad set budget",0,2.95,Prebieha,1535,1.921824,18,,0.163889,1.172638,122,7.947883,0.02418,7,0.421429,,
2026-01-07,2026-01-07,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-01-07,2026-01-07,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-07,2026-01-07,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-07,2026-01-07,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",7,actions:offsite_conversion.fb_pixel_purchase,1358,1.476436,1.30285714,"Using ad set budget",0,9.12,Prebieha,2005,4.548628,54,,0.168889,2.693267,141,7.032419,0.064681,46,0.198261,,
2026-01-07,2026-01-07,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",148,actions:omni_landing_page_view,3317,1.058487,0.02060811,"Using ad set budget",0,3.05,Prebieha,3511,0.868698,186,,0.016398,5.297636,272,7.747081,0.011213,148,0.020608,,
2026-01-07,2026-01-07,"FilipZ | Traffic | Page likes",inactive,"1-day click",40,total_profile_visits,1772,1.033296,0.07,"Using ad set budget",0,2.8,Prebieha,1831,1.529219,30,,0.093333,1.638449,160,8.738394,0.0175,8,0.35,,
2026-01-06,2026-01-06,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-01-06,2026-01-06,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-06,2026-01-06,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-06,2026-01-06,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",3,actions:offsite_conversion.fb_pixel_purchase,1322,1.586233,3.18,"Using ad set budget",0,9.54,Prebieha,2097,4.549356,65,,0.146769,3.099666,140,6.676204,0.068143,46,0.207391,,
2026-01-06,2026-01-06,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",147,actions:omni_landing_page_view,3693,1.139453,0.01972789,"Using ad set budget",0,2.9,Prebieha,4208,0.689164,181,,0.016022,4.301331,334,7.937262,0.008683,147,0.019728,,
2026-01-06,2026-01-06,"FilipZ | Traffic | Page likes",inactive,"1-day click",41,total_profile_visits,1881,1.047847,0.07,"Using ad set budget",0,2.87,Prebieha,1971,1.456114,20,,0.1435,1.014713,149,7.559614,0.019262,5,0.574,,
2026-01-05,2026-01-05,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-01-05,2026-01-05,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-05,2026-01-05,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-05,2026-01-05,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",4,actions:offsite_conversion.fb_pixel_purchase,1378,1.697388,2.8025,"Using ad set budget",0,11.21,Prebieha,2339,4.792646,56,,0.200179,2.394186,137,5.857204,0.081825,45,0.249111,,
2026-01-05,2026-01-05,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",168,actions:omni_landing_page_view,4226,1.083294,0.01839286,"Using ad set budget",0,3.09,Prebieha,4578,0.674967,216,,0.014306,4.718218,414,9.04325,0.007464,168,0.018393,,
2026-01-05,2026-01-05,"FilipZ | Traffic | Page likes",inactive,"1-day click",41,total_profile_visits,1835,1.06158,0.07414634,"Using ad set budget",0,3.04,Prebieha,1948,1.560575,25,,0.1216,1.283368,154,7.905544,0.01974,12,0.253333,,
2026-01-04,2026-01-04,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-01-04,2026-01-04,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-04,2026-01-04,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-04,2026-01-04,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,actions:offsite_conversion.fb_pixel_purchase,1426,1.702665,5.665,"Using ad set budget",0,11.33,Prebieha,2428,4.666392,91,,0.124505,3.747941,178,7.331137,0.063652,73,0.155205,,
2026-01-04,2026-01-04,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",210,actions:omni_landing_page_view,4567,1.046201,0.01485714,"Using ad set budget",0,3.12,Prebieha,4778,0.652993,254,,0.012283,5.316032,385,8.057765,0.008104,210,0.014857,,
2026-01-04,2026-01-04,"FilipZ | Traffic | Page likes",inactive,"1-day click",45,total_profile_visits,2022,1.093966,0.06911111,"Using ad set budget",0,3.11,Prebieha,2212,1.405967,24,,0.129583,1.084991,148,6.690778,0.021014,8,0.38875,,
2026-01-03,2026-01-03,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-01-03,2026-01-03,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-03,2026-01-03,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-03,2026-01-03,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,1462,1.25171,,"Using ad set budget",0,8.04,Prebieha,1830,4.393443,48,,0.1675,2.622951,105,5.737705,0.076571,34,0.236471,,
2026-01-03,2026-01-03,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",171,actions:omni_landing_page_view,4460,1.081839,0.01783626,"Using ad set budget",0,3.05,Prebieha,4825,0.632124,238,,0.012815,4.932642,331,6.860104,0.009215,171,0.017836,,
2026-01-03,2026-01-03,"FilipZ | Traffic | Page likes",inactive,"1-day click",53,total_profile_visits,2295,1.045752,0.05735849,"Using ad set budget",0,3.04,Prebieha,2400,1.266667,30,,0.101333,1.25,171,7.125,0.017778,7,0.434286,,
2026-01-02,2026-01-02,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-01-02,2026-01-02,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-02,2026-01-02,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-02,2026-01-02,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",5,actions:offsite_conversion.fb_pixel_purchase,1794,1.360089,1.99,"Using ad set budget",0,9.95,Prebieha,2440,4.077869,85,,0.117059,3.483607,156,6.393443,0.063782,64,0.155469,,
2026-01-02,2026-01-02,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",193,actions:omni_landing_page_view,4531,1.054955,0.01512953,"Using ad set budget",0,2.92,Prebieha,4780,0.610879,254,,0.011496,5.313808,379,7.92887,0.007704,193,0.01513,,
2026-01-02,2026-01-02,"FilipZ | Traffic | Page likes",inactive,"1-day click",36,total_profile_visits,2215,1.026185,0.08,"Using ad set budget",0,2.88,Prebieha,2273,1.267048,23,,0.125217,1.011879,148,6.511219,0.019459,6,0.48,,
2026-01-01,2026-01-01,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2026-01-01,2026-01-01,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-01,2026-01-01,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2026-01-01,2026-01-01,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,actions:offsite_conversion.fb_pixel_purchase,2495,1.383166,5.885,"Using ad set budget",0,11.77,Prebieha,3451,3.410606,113,,0.104159,3.274413,304,8.809041,0.038717,77,0.152857,,
2026-01-01,2026-01-01,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",194,actions:omni_landing_page_view,5012,1.07502,0.01515464,"Using ad set budget",0,2.94,Prebieha,5388,0.545657,247,,0.011903,4.584261,400,7.423905,0.00735,194,0.015155,,
2026-01-01,2026-01-01,"FilipZ | Traffic | Page likes",inactive,"1-day click",67,total_profile_visits,2785,1.122083,0.04522388,"Using ad set budget",0,3.03,Prebieha,3125,0.9696,38,,0.079737,1.216,199,6.368,0.015226,8,0.37875,,
2025-12-31,2025-12-31,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-12-31,2025-12-31,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-31,2025-12-31,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-31,2025-12-31,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,1634,1.339657,,"Using ad set budget",0,9.69,Prebieha,2189,4.426679,51,,0.19,2.329831,173,7.903152,0.056012,35,0.276857,,
2025-12-31,2025-12-31,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",130,actions:omni_landing_page_view,3367,1.067716,0.022,"Using ad set budget",0,2.86,Prebieha,3595,0.795549,200,,0.0143,5.563282,293,8.150209,0.009761,130,0.022,,
2025-12-31,2025-12-31,"FilipZ | Traffic | Page likes",inactive,"1-day click",35,total_profile_visits,1880,1.05266,0.08428571,"Using ad set budget",0,2.95,Prebieha,1979,1.490652,19,,0.155263,0.960081,133,6.720566,0.02218,7,0.421429,,
2025-12-30,2025-12-30,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-12-30,2025-12-30,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-30,2025-12-30,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-30,2025-12-30,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",6,actions:offsite_conversion.fb_pixel_purchase,3324,1.625451,4.41166667,"Using ad set budget",0,26.47,Prebieha,5403,4.89913,122,,0.216967,2.258005,429,7.940033,0.061702,80,0.330875,,
2025-12-30,2025-12-30,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",144,actions:omni_landing_page_view,3083,1.05806,0.01916667,"Using ad set budget",0,2.76,Prebieha,3262,0.846107,200,,0.0138,6.131208,316,9.687308,0.008734,144,0.019167,,
2025-12-30,2025-12-30,"FilipZ | Traffic | Page likes",inactive,"1-day click",55,total_profile_visits,1830,1.055191,0.05327273,"Using ad set budget",0,2.93,Prebieha,1931,1.517349,30,,0.097667,1.553599,182,9.425168,0.016099,10,0.293,,
2025-12-29,2025-12-29,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-12-29,2025-12-29,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-29,2025-12-29,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-29,2025-12-29,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,actions:offsite_conversion.fb_pixel_purchase,4861,1.68813,15.72,"Using ad set budget",0,31.44,Prebieha,8206,3.831343,100,,0.3144,1.218621,206,2.510358,0.152621,69,0.455652,,
2025-12-29,2025-12-29,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",175,actions:omni_landing_page_view,3271,1.095078,0.01634286,"Using ad set budget",0,2.86,Prebieha,3582,0.798437,249,,0.011486,6.951424,395,11.027359,0.007241,175,0.016343,,
2025-12-29,2025-12-29,"FilipZ | Traffic | Page likes",inactive,"1-day click",57,total_profile_visits,1936,1.068698,0.05245614,"Using ad set budget",0,2.99,Prebieha,2069,1.445143,36,,0.083056,1.739971,207,10.004833,0.014444,11,0.271818,,
2025-12-28,2025-12-28,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-12-28,2025-12-28,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-28,2025-12-28,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-28,2025-12-28,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",4,actions:offsite_conversion.fb_pixel_purchase,4963,1.532138,7.955,"Using ad set budget",0,31.82,Prebieha,7604,4.18464,135,,0.235704,1.775381,253,3.327196,0.125771,87,0.365747,,
2025-12-28,2025-12-28,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",216,actions:omni_landing_page_view,3908,1.082395,0.01666667,"Using ad set budget",0,3.6,Prebieha,4230,0.851064,257,,0.014008,6.07565,442,10.449173,0.008145,216,0.016667,,
2025-12-28,2025-12-28,"FilipZ | Traffic | Page likes",inactive,"1-day click",80,total_profile_visits,1950,1.08359,0.039,"Using ad set budget",0,3.12,Prebieha,2113,1.476574,41,,0.076098,1.940369,212,10.033128,0.014717,19,0.164211,,
2025-12-27,2025-12-27,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-12-27,2025-12-27,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-27,2025-12-27,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-27,2025-12-27,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",1,actions:offsite_conversion.fb_pixel_purchase,5629,1.341091,29.27,"Using ad set budget",0,29.27,Prebieha,7549,3.877335,105,,0.278762,1.390913,169,2.238707,0.173195,66,0.443485,,
2025-12-27,2025-12-27,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",121,actions:omni_landing_page_view,3016,1.038462,0.0253719,"Using ad set budget",0,3.07,Prebieha,3132,0.980204,165,,0.018606,5.268199,298,9.514687,0.010302,121,0.025372,,
2025-12-27,2025-12-27,"FilipZ | Traffic | Page likes",inactive,"1-day click",46,total_profile_visits,2137,1.079551,0.065,"Using ad set budget",0,2.99,Prebieha,2307,1.296055,30,,0.099667,1.30039,223,9.666233,0.013408,8,0.37375,,
2025-12-26,2025-12-26,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-12-26,2025-12-26,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-26,2025-12-26,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-26,2025-12-26,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",2,actions:offsite_conversion.fb_pixel_purchase,5395,1.369416,14.01,"Using ad set budget",0,28.02,Prebieha,7388,3.792637,94,,0.298085,1.272334,157,2.125068,0.178471,56,0.500357,,
2025-12-26,2025-12-26,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",104,actions:omni_landing_page_view,2176,1.029412,0.02076923,"Using ad set budget",0,2.16,Prebieha,2240,0.964286,121,,0.017851,5.401786,208,9.285714,0.010385,104,0.020769,,
2025-12-26,2025-12-26,"FilipZ | Traffic | Page likes",inactive,"1-day click",33,total_profile_visits,2055,1.050122,0.0830303,"Using ad set budget",0,2.74,Prebieha,2158,1.269694,18,,0.152222,0.834106,193,8.943466,0.014197,6,0.456667,,
2025-12-25,2025-12-25,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-12-25,2025-12-25,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-25,2025-12-25,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-25,2025-12-25,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,6421,1.412864,,"Using ad set budget",0,29.39,Prebieha,9072,3.239638,126,,0.233254,1.388889,224,2.469136,0.131205,72,0.408194,,
2025-12-25,2025-12-25,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",150,actions:omni_landing_page_view,3983,1.056741,0.02546667,"Using ad set budget",0,3.82,Prebieha,4209,0.907579,193,,0.019793,4.585412,365,8.671894,0.010466,150,0.025467,,
2025-12-25,2025-12-25,"FilipZ | Traffic | Page likes",inactive,"1-day click",46,total_profile_visits,2000,1.054,0.06130435,"Using ad set budget",0,2.82,Prebieha,2108,1.337761,26,,0.108462,1.233397,175,8.301708,0.016114,11,0.256364,,
2025-12-24,2025-12-24,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-12-24,2025-12-24,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-24,2025-12-24,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-24,2025-12-24,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,6428,1.30725,,"Using ad set budget",0,30.43,Prebieha,8403,3.621326,109,,0.279174,1.297156,233,2.772819,0.130601,64,0.475469,,
2025-12-24,2025-12-24,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",113,actions:omni_landing_page_view,2285,1.03151,0.02318584,"Using ad set budget",0,2.62,Prebieha,2357,1.111583,140,,0.018714,5.939754,236,10.012728,0.011102,113,0.023186,,
2025-12-24,2025-12-24,"FilipZ | Traffic | Page likes",inactive,"1-day click",29,total_profile_visits,1751,1.031411,0.09586207,"Using ad set budget",0,2.78,Prebieha,1806,1.539313,17,,0.163529,0.941307,112,6.20155,0.024821,7,0.397143,,
2025-12-23,2025-12-23,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-12-23,2025-12-23,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-23,2025-12-23,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-23,2025-12-23,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,4836,1.418114,,"Using ad set budget",0,29.34,Prebieha,6858,4.278215,96,,0.305625,1.399825,191,2.785069,0.153613,57,0.514737,,
2025-12-23,2025-12-23,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",101,actions:omni_landing_page_view,2261,1.062804,0.02950495,"Using ad set budget",0,2.98,Prebieha,2403,1.240117,118,,0.025254,4.910529,193,8.031627,0.01544,101,0.029505,,
2025-12-23,2025-12-23,"FilipZ | Traffic | Page likes",inactive,"1-day click",19,total_profile_visits,1205,1.055602,0.15631579,"Using ad set budget",0,2.97,Prebieha,1272,2.334906,13,,0.228462,1.022013,77,6.053459,0.038571,1,2.97,,
2025-12-22,2025-12-22,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-12-22,2025-12-22,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-22,2025-12-22,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-22,2025-12-22,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",1,actions:offsite_conversion.fb_pixel_purchase,4115,1.527096,30.97,"Using ad set budget",0,30.97,Prebieha,6284,4.92839,111,,0.279009,1.766391,243,3.866964,0.127449,74,0.418514,,
2025-12-22,2025-12-22,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",113,actions:omni_landing_page_view,2293,1.052769,0.02504425,"Using ad set budget",0,2.83,Prebieha,2414,1.172328,130,,0.021769,5.385253,230,9.527755,0.012304,113,0.025044,,
2025-12-22,2025-12-22,"FilipZ | Traffic | Page likes",inactive,"1-day click",30,total_profile_visits,1520,1.084868,0.11533333,"Using ad set budget",0,3.46,Prebieha,1649,2.098241,19,,0.182105,1.152213,117,7.095209,0.029573,5,0.692,,
2025-12-21,2025-12-21,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-12-21,2025-12-21,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-21,2025-12-21,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-12-21,2025-12-21,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",3,actions:offsite_conversion.fb_pixel_purchase,4080,1.417402,10.86,"Using ad set budget",0,32.58,Prebieha,5783,5.633754,93,,0.350323,1.608162,320,5.53346,0.101813,56,0.581786,,
2025-12-21,2025-12-21,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",107,actions:omni_landing_page_view,2095,1.057279,0.03186916,"Using ad set budget",0,3.41,Prebieha,2215,1.539503,127,,0.02685,5.733634,218,9.841986,0.015642,107,0.031869,,
2025-12-21,2025-12-21,"FilipZ | Traffic | Page likes",inactive,"1-day click",27,total_profile_visits,917,1.046892,0.11925926,"Using ad set budget",0,3.22,Prebieha,960,3.354167,19,,0.169474,1.979167,44,4.583333,0.073182,2,1.61,,
2025-12-20,2025-12-20,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-12-20,2025-12-20,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
